-3.14159, -9, 0.356522
-3.14159, -8.54082, 0.471076
-3.14159, -8.08163, 0.545866
-3.14159, -7.62245, 0.550975
-3.14159, -7.16327, 0.547373
-3.14159, -6.70408, 0.539234
-3.14159, -6.2449, 0.525762
-3.14159, -5.78571, 0.506249
-3.14159, -5.32653, 0.479824
-3.14159, -4.86735, 0.445064
-3.14159, -4.40816, 0.399828
-3.14159, -3.94898, 0.339265
-3.14159, -3.4898, 0.225497
-3.14159, -3.03061, 0.000162028
-3.14159, -2.57143, -0.165571
-3.14159, -2.11224, -0.257046
-3.14159, -1.65306, -0.324836
-3.14159, -1.19388, -0.382386
-3.14159, -0.734694, -0.436533
-3.14159, -0.27551, -0.488516
-3.14159, 0.183673, -0.4983
-3.14159, 0.642857, -0.447189
-3.14159, 1.10204, -0.393345
-3.14159, 1.56122, -0.336896
-3.14159, 2.02041, -0.27187
-3.14159, 2.47959, -0.187212
-3.14159, 2.93878, -0.0426461
-3.14159, 3.39796, 0.187088
-3.14159, 3.85714, 0.323627
-3.14159, 4.31633, 0.389235
-3.14159, 4.77551, 0.43694
-3.14159, 5.23469, 0.473597
-3.14159, 5.69388, 0.501551
-3.14159, 6.15306, 0.522367
-3.14159, 6.61224, 0.536987
-3.14159, 7.07143, 0.546139
-3.14159, 7.53061, 0.550577
-3.14159, 7.9898, 0.5497
-3.14159, 8.44898, 0.493291
-3.14159, 8.90816, 0.37604
-2.98451, -9, 0.349158
-2.98451, -8.54082, 0.461882
-2.98451, -8.08163, 0.518418
-2.98451, -7.62245, 0.519222
-2.98451, -7.16327, 0.514854
-2.98451, -6.70408, 0.506195
-2.98451, -6.2449, 0.492487
-2.98451, -5.78571, 0.47312
-2.98451, -5.32653, 0.447406
-2.98451, -4.86735, 0.414249
-2.98451, -4.40816, 0.372192
-2.98451, -3.94898, 0.318891
-2.98451, -3.4898, 0.242692
-2.98451, -3.03061, 0.0901736
-2.98451, -2.57143, -0.106504
-2.98451, -2.11224, -0.23263
-2.98451, -1.65306, -0.311608
-2.98451, -1.19388, -0.372462
-2.98451, -0.734694, -0.42362
-2.98451, -0.27551, -0.467461
-2.98451, 0.183673, -0.50318
-2.98451, 0.642857, -0.445791
-2.98451, 1.10204, -0.381073
-2.98451, 1.56122, -0.323585
-2.98451, 2.02041, -0.264719
-2.98451, 2.47959, -0.191488
-2.98451, 2.93878, -0.0827841
-2.98451, 3.39796, 0.13948
-2.98451, 3.85714, 0.342734
-2.98451, 4.31633, 0.421661
-2.98451, 4.77551, 0.472125
-2.98451, 5.23469, 0.509684
-2.98451, 5.69388, 0.537692
-2.98451, 6.15306, 0.558075
-2.98451, 6.61224, 0.57196
-2.98451, 7.07143, 0.580193
-2.98451, 7.53061, 0.58354
-2.98451, 7.9898, 0.576625
-2.98451, 8.44898, 0.495421
-2.98451, 8.90816, 0.377387
-2.82743, -9, 0.337242
-2.82743, -8.54082, 0.445198
-2.82743, -8.08163, 0.489902
-2.82743, -7.62245, 0.488968
-2.82743, -7.16327, 0.484168
-2.82743, -6.70408, 0.475367
-2.82743, -6.2449, 0.461901
-2.82743, -5.78571, 0.443221
-2.82743, -5.32653, 0.418822
-2.82743, -4.86735, 0.387902
-2.82743, -4.40816, 0.349531
-2.82743, -3.94898, 0.302565
-2.82743, -3.4898, 0.244183
-2.82743, -3.03061, 0.15734
-2.82743, -2.57143, 0.0104164
-2.82743, -2.11224, -0.148834
-2.82743, -1.65306, -0.259602
-2.82743, -1.19388, -0.332297
-2.82743, -0.734694, -0.385469
-2.82743, -0.27551, -0.426174
-2.82743, 0.183673, -0.455837
-2.82743, 0.642857, -0.427077
-2.82743, 1.10204, -0.348207
-2.82743, 1.56122, -0.289047
-2.82743, 2.02041, -0.236481
-2.82743, 2.47959, -0.171918
-2.82743, 2.93878, -0.0785736
-2.82743, 3.39796, 0.112858
-2.82743, 3.85714, 0.366145
-2.82743, 4.31633, 0.460425
-2.82743, 4.77551, 0.512128
-2.82743, 5.23469, 0.549356
-2.82743, 5.69388, 0.576468
-2.82743, 6.15306, 0.595667
-2.82743, 6.61224, 0.608223
-2.82743, 7.07143, 0.615055
-2.82743, 7.53061, 0.616954
-2.82743, 7.9898, 0.59478
-2.82743, 8.44898, 0.484663
-2.82743, 8.90816, 0.377279
-2.67035, -9, 0.320689
-2.67035, -8.54082, 0.423774
-2.67035, -8.08163, 0.462254
-2.67035, -7.62245, 0.460648
-2.67035, -7.16327, 0.455715
-2.67035, -6.70408, 0.447086
-2.67035, -6.2449, 0.434237
-2.67035, -5.78571, 0.416665
-2.67035, -5.32653, 0.394008
-2.67035, -4.86735, 0.365709
-2.67035, -4.40816, 0.331211
-2.67035, -3.94898, 0.290001
-2.67035, -3.4898, 0.241391
-2.67035, -3.03061, 0.182778
-2.67035, -2.57143, 0.10206
-2.67035, -2.11224, -0.0125348
-2.67035, -1.65306, -0.135414
-2.67035, -1.19388, -0.233297
-2.67035, -0.734694, -0.301059
-2.67035, -0.27551, -0.345805
-2.67035, 0.183673, -0.372261
-2.67035, 0.642857, -0.362482
-2.67035, 1.10204, -0.287675
-2.67035, 1.56122, -0.236218
-2.67035, 2.02041, -0.192357
-2.67035, 2.47959, -0.135668
-2.67035, 2.93878, -0.0497109
-2.67035, 3.39796, 0.124806
-2.67035, 3.85714, 0.401958
-2.67035, 4.31633, 0.505723
-2.67035, 4.77551, 0.556477
-2.67035, 5.23469, 0.591947
-2.67035, 5.69388, 0.617157
-2.67035, 6.15306, 0.634416
-2.67035, 6.61224, 0.645058
-2.67035, 7.07143, 0.650043
-2.67035, 7.53061, 0.649242
-2.67035, 7.9898, 0.594996
-2.67035, 8.44898, 0.463431
-2.67035, 8.90816, 0.379553
-2.51327, -9, 0.301061
-2.51327, -8.54082, 0.39953
-2.51327, -8.08163, 0.436404
-2.51327, -7.62245, 0.434611
-2.51327, -7.16327, 0.429799
-2.51327, -6.70408, 0.421607
-2.51327, -6.2449, 0.409635
-2.51327, -5.78571, 0.393465
-2.51327, -5.32653, 0.372818
-2.51327, -4.86735, 0.347323
-2.51327, -4.40816, 0.31668
-2.51327, -3.94898, 0.280721
-2.51327, -3.4898, 0.239381
-2.51327, -3.03061, 0.192612
-2.51327, -2.57143, 0.13944
-2.51327, -2.11224, 0.0758684
-2.51327, -1.65306, -0.000425711
-2.51327, -1.19388, -0.0801401
-2.51327, -0.734694, -0.148521
-2.51327, -0.27551, -0.197017
-2.51327, 0.183673, -0.223769
-2.51327, 0.642857, -0.229061
-2.51327, 1.10204, -0.199875
-2.51327, 1.56122, -0.170032
-2.51327, 2.02041, -0.137994
-2.51327, 2.47959, -0.0875086
-2.51327, 2.93878, -0.00415865
-2.51327, 3.39796, 0.17382
-2.51327, 3.85714, 0.457091
-2.51327, 4.31633, 0.556888
-2.51327, 4.77551, 0.604146
-2.51327, 5.23469, 0.636449
-2.51327, 5.69388, 0.658808
-2.51327, 6.15306, 0.673445
-2.51327, 6.61224, 0.681671
-2.51327, 7.07143, 0.684423
-2.51327, 7.53061, 0.671424
-2.51327, 7.9898, 0.569474
-2.51327, 8.44898, 0.440977
-2.51327, 8.90816, 0.386282
-2.35619, -9, 0.282832
-2.35619, -8.54082, 0.373457
-2.35619, -8.08163, 0.412655
-2.35619, -7.62245, 0.411135
-2.35619, -7.16327, 0.406644
-2.35619, -6.70408, 0.399102
-2.35619, -6.2449, 0.388179
-2.35619, -5.78571, 0.373581
-2.35619, -5.32653, 0.355087
-2.35619, -4.86735, 0.332439
-2.35619, -4.40816, 0.305507
-2.35619, -3.94898, 0.274316
-2.35619, -3.4898, 0.239042
-2.35619, -3.03061, 0.200057
-2.35619, -2.57143, 0.157926
-2.35619, -2.11224, 0.113225
-2.35619, -1.65306, 0.0663618
-2.35619, -1.19388, 0.0186578
-2.35619, -0.734694, -0.0261117
-2.35619, -0.27551, -0.0629208
-2.35619, 0.183673, -0.0883939
-2.35619, 0.642857, -0.102441
-2.35619, 1.10204, -0.107003
-2.35619, 1.56122, -0.100902
-2.35619, 2.02041, -0.0789125
-2.35619, 2.47959, -0.0309055
-2.35619, 2.93878, 0.0554028
-2.35619, 3.39796, 0.259105
-2.35619, 3.85714, 0.529841
-2.35619, 4.31633, 0.612102
-2.35619, 4.77551, 0.653623
-2.35619, 5.23469, 0.681602
-2.35619, 5.69388, 0.700344
-2.35619, 6.15306, 0.711825
-2.35619, 6.61224, 0.717251
-2.35619, 7.07143, 0.716883
-2.35619, 7.53061, 0.665329
-2.35619, 7.9898, 0.523693
-2.35619, 8.44898, 0.427942
-2.35619, 8.90816, 0.396479
-2.19911, -9, 0.266827
-2.19911, -8.54082, 0.34632
-2.19911, -8.08163, 0.390967
-2.19911, -7.62245, 0.390388
-2.19911, -7.16327, 0.386411
-2.19911, -6.70408, 0.37967
-2.19911, -6.2449, 0.369925
-2.19911, -5.78571, 0.356966
-2.19911, -5.32653, 0.340661
-2.19911, -4.86735, 0.32081
-2.19911, -4.40816, 0.297383
-2.19911, -3.94898, 0.270508
-2.19911, -3.4898, 0.24046
-2.19911, -3.03061, 0.2077
-2.19911, -2.57143, 0.172902
-2.19911, -2.11224, 0.136966
-2.19911, -1.65306, 0.101004
-2.19911, -1.19388, 0.0663309
-2.19911, -0.734694, 0.0345041
-2.19911, -0.27551, 0.00723578
-2.19911, 0.183673, -0.014042
-2.19911, 0.642857, -0.0286948
-2.19911, 1.10204, -0.0367054
-2.19911, 1.56122, -0.0378724
-2.19911, 2.02041, -0.0181083
-2.19911, 2.47959, 0.0328155
-2.19911, 2.93878, 0.130914
-2.19911, 3.39796, 0.385467
-2.19911, 3.85714, 0.60791
-2.19911, 4.31633, 0.668527
-2.19911, 4.77551, 0.703036
-2.19911, 5.23469, 0.725945
-2.19911, 5.69388, 0.740571
-2.19911, 6.15306, 0.748555
-2.19911, 6.61224, 0.750949
-2.19911, 7.07143, 0.733641
-2.19911, 7.53061, 0.616402
-2.19911, 7.9898, 0.480986
-2.19911, 8.44898, 0.426867
-2.19911, 8.90816, 0.407766
-2.04204, -9, 0.25329
-2.04204, -8.54082, 0.318873
-2.04204, -8.08163, 0.370922
-2.04204, -7.62245, 0.372433
-2.04204, -7.16327, 0.369197
-2.04204, -6.70408, 0.36337
-2.04204, -6.2449, 0.354882
-2.04204, -5.78571, 0.343583
-2.04204, -5.32653, 0.329407
-2.04204, -4.86735, 0.312233
-2.04204, -4.40816, 0.292075
-2.04204, -3.94898, 0.269104
-2.04204, -3.4898, 0.243629
-2.04204, -3.03061, 0.216117
-2.04204, -2.57143, 0.187199
-2.04204, -2.11224, 0.157679
-2.04204, -1.65306, 0.12851
-2.04204, -1.19388, 0.100764
-2.04204, -0.734694, 0.0755701
-2.04204, -0.27551, 0.0540099
-2.04204, 0.183673, 0.0369874
-2.04204, 0.642857, 0.025105
-2.04204, 1.10204, 0.0186742
-2.04204, 1.56122, 0.0194671
-2.04204, 2.02041, 0.0449381
-2.04204, 2.47959, 0.104895
-2.04204, 2.93878, 0.234255
-2.04204, 3.39796, 0.540739
-2.04204, 3.85714, 0.679687
-2.04204, 4.31633, 0.723356
-2.04204, 4.77551, 0.750519
-2.04204, 5.23469, 0.768056
-2.04204, 5.69388, 0.778354
-2.04204, 6.15306, 0.782714
-2.04204, 6.61224, 0.77921
-2.04204, 7.07143, 0.70197
-2.04204, 7.53061, 0.544907
-2.04204, 7.9898, 0.460146
-2.04204, 8.44898, 0.432306
-2.04204, 8.90816, 0.418379
-1.88496, -9, 0.242395
-1.88496, -8.54082, 0.292091
-1.88496, -8.08163, 0.351951
-1.88496, -7.62245, 0.357369
-1.88496, -7.16327, 0.354988
-1.88496, -6.70408, 0.350199
-1.88496, -6.2449, 0.342999
-1.88496, -5.78571, 0.333347
-1.88496, -5.32653, 0.321208
-1.88496, -4.86735, 0.306549
-1.88496, -4.40816, 0.28942
-1.88496, -3.94898, 0.26999
-1.88496, -3.4898, 0.248569
-1.88496, -3.03061, 0.225598
-1.88496, -2.57143, 0.201652
-1.88496, -2.11224, 0.177432
-1.88496, -1.65306, 0.153734
-1.88496, -1.19388, 0.13142
-1.88496, -0.734694, 0.111378
-1.88496, -0.27551, 0.094458
-1.88496, 0.183673, 0.0813935
-1.88496, 0.642857, 0.0727266
-1.88496, 1.10204, 0.0688307
-1.88496, 1.56122, 0.0766411
-1.88496, 2.02041, 0.113001
-1.88496, 2.47959, 0.190352
-1.88496, 2.93878, 0.398209
-1.88496, 3.39796, 0.674753
-1.88496, 3.85714, 0.742673
-1.88496, 4.31633, 0.774362
-1.88496, 4.77551, 0.794471
-1.88496, 5.23469, 0.806714
-1.88496, 5.69388, 0.812748
-1.88496, 6.15306, 0.813366
-1.88496, 6.61224, 0.77041
-1.88496, 7.07143, 0.614369
-1.88496, 7.53061, 0.496301
-1.88496, 7.9898, 0.456493
-1.88496, 8.44898, 0.438977
-1.88496, 8.90816, 0.427434
-1.72788, -9, 0.234257
-1.72788, -8.54082, 0.267378
-1.72788, -8.08163, 0.333667
-1.72788, -7.62245, 0.345314
-1.72788, -7.16327, 0.343745
-1.72788, -6.70408, 0.340088
-1.72788, -6.2449, 0.334206
-1.72788, -5.78571, 0.326151
-1.72788, -5.32653, 0.315936
-1.72788, -4.86735, 0.303604
-1.72788, -4.40816, 0.289254
-1.72788, -3.94898, 0.273048
-1.72788, -3.4898, 0.255264
-1.72788, -3.03061, 0.236305
-1.72788, -2.57143, 0.216688
-1.72788, -2.11224, 0.197027
-1.72788, -1.65306, 0.178007
-1.72788, -1.19388, 0.160343
-1.72788, -0.734694, 0.144764
-1.72788, -0.27551, 0.131989
-1.72788, 0.183673, 0.122662
-1.72788, 0.642857, 0.117289
-1.72788, 1.10204, 0.117555
-1.72788, 1.56122, 0.138233
-1.72788, 2.02041, 0.190645
-1.72788, 2.47959, 0.308262
-1.72788, 2.93878, 0.620809
-1.72788, 3.39796, 0.760303
-1.72788, 3.85714, 0.797721
-1.72788, 4.31633, 0.819996
-1.72788, 4.77551, 0.833709
-1.72788, 5.23469, 0.841028
-1.72788, 5.69388, 0.843063
-1.72788, 6.15306, 0.821681
-1.72788, 6.61224, 0.682062
-1.72788, 7.07143, 0.534187
-1.72788, 7.53061, 0.479771
-1.72788, 7.9898, 0.458221
-1.72788, 8.44898, 0.444678
-1.72788, 8.90816, 0.434555
-1.5708, -9, 0.228925
-1.5708, -8.54082, 0.247161
-1.5708, -8.08163, 0.316183
-1.5708, -7.62245, 0.336382
-1.5708, -7.16327, 0.335486
-1.5708, -6.70408, 0.332928
-1.5708, -6.2449, 0.328413
-1.5708, -5.78571, 0.321922
-1.5708, -5.32653, 0.31351
-1.5708, -4.86735, 0.303305
-1.5708, -4.40816, 0.291463
-1.5708, -3.94898, 0.278158
-1.5708, -3.4898, 0.263644
-1.5708, -3.03061, 0.248271
-1.5708, -2.57143, 0.232495
-1.5708, -2.11224, 0.21686
-1.5708, -1.65306, 0.201963
-1.5708, -1.19388, 0.188412
-1.5708, -0.734694, 0.176844
-1.5708, -0.27551, 0.167903
-1.5708, 0.183673, 0.16219
-1.5708, 0.642857, 0.1603
-1.5708, 1.10204, 0.171835
-1.5708, 1.56122, 0.208652
-1.5708, 2.02041, 0.287436
-1.5708, 2.47959, 0.5251
-1.5708, 2.93878, 0.772518
-1.5708, 3.39796, 0.820733
-1.5708, 3.85714, 0.844722
-1.5708, 4.31633, 0.859359
-1.5708, 4.77551, 0.867522
-1.5708, 5.23469, 0.87047
-1.5708, 5.69388, 0.860404
-1.5708, 6.15306, 0.742385
-1.5708, 6.61224, 0.571532
-1.5708, 7.07143, 0.501398
-1.5708, 7.53061, 0.475609
-1.5708, 7.9898, 0.460094
-1.5708, 8.44898, 0.44865
-1.5708, 8.90816, 0.439569
-1.41372, -9, 0.226386
-1.41372, -8.54082, 0.234345
-1.41372, -8.08163, 0.300239
-1.41372, -7.62245, 0.330156
-1.41372, -7.16327, 0.330256
-1.41372, -6.70408, 0.32866
-1.41372, -6.2449, 0.325481
-1.41372, -5.78571, 0.320558
-1.41372, -5.32653, 0.313867
-1.41372, -4.86735, 0.305619
-1.41372, -4.40816, 0.296047
-1.41372, -3.94898, 0.28534
-1.41372, -3.4898, 0.273743
-1.41372, -3.03061, 0.261579
-1.41372, -2.57143, 0.249251
-1.41372, -2.11224, 0.237237
-1.41372, -1.65306, 0.226056
-1.41372, -1.19388, 0.216231
-1.41372, -0.734694, 0.208375
-1.41372, -0.27551, 0.203093
-1.41372, 0.183673, 0.200961
-1.41372, 0.642857, 0.208249
-1.41372, 1.10204, 0.23545
-1.41372, 1.56122, 0.294877
-1.41372, 2.02041, 0.450328
-1.41372, 2.47959, 0.771833
-1.41372, 2.93878, 0.843424
-1.41372, 3.39796, 0.868616
-1.41372, 3.85714, 0.883591
-1.41372, 4.31633, 0.892132
-1.41372, 4.77551, 0.895653
-1.41372, 5.23469, 0.891066
-1.41372, 5.69388, 0.792826
-1.41372, 6.15306, 0.605585
-1.41372, 6.61224, 0.520492
-1.41372, 7.07143, 0.490646
-1.41372, 7.53061, 0.473277
-1.41372, 7.9898, 0.460624
-1.41372, 8.44898, 0.450619
-1.41372, 8.90816, 0.442291
-1.25664, -9, 0.22656
-1.25664, -8.54082, 0.229409
-1.25664, -8.08163, 0.286997
-1.25664, -7.62245, 0.325817
-1.25664, -7.16327, 0.328099
-1.25664, -6.70408, 0.327261
-1.25664, -6.2449, 0.325293
-1.25664, -5.78571, 0.321886
-1.25664, -5.32653, 0.316887
-1.25664, -4.86735, 0.310489
-1.25664, -4.40816, 0.302997
-1.25664, -3.94898, 0.294636
-1.25664, -3.4898, 0.285661
-1.25664, -3.03061, 0.276379
-1.25664, -2.57143, 0.26716
-1.25664, -2.11224, 0.258435
-1.25664, -1.65306, 0.250632
-1.25664, -1.19388, 0.244287
-1.25664, -0.734694, 0.239974
-1.25664, -0.27551, 0.238297
-1.25664, 0.183673, 0.244368
-1.25664, 0.642857, 0.266115
-1.25664, 1.10204, 0.313827
-1.25664, 1.56122, 0.421714
-1.25664, 2.02041, 0.755056
-1.25664, 2.47959, 0.865748
-1.25664, 2.93878, 0.891536
-1.25664, 3.39796, 0.90623
-1.25664, 3.85714, 0.91468
-1.25664, 4.31633, 0.918452
-1.25664, 4.77551, 0.916464
-1.25664, 5.23469, 0.833208
-1.25664, 5.69388, 0.633815
-1.25664, 6.15306, 0.536186
-1.25664, 6.61224, 0.502886
-1.25664, 7.07143, 0.483872
-1.25664, 7.53061, 0.470158
-1.25664, 7.9898, 0.45935
-1.25664, 8.44898, 0.450553
-1.25664, 8.90816, 0.441693
-1.09956, -9, 0.229301
-1.09956, -8.54082, 0.230334
-1.09956, -8.08163, 0.277692
-1.09956, -7.62245, 0.32331
-1.09956, -7.16327, 0.329038
-1.09956, -6.70408, 0.328696
-1.09956, -6.2449, 0.327741
-1.09956, -5.78571, 0.325704
-1.09956, -5.32653, 0.322358
-1.09956, -4.86735, 0.317756
-1.09956, -4.40816, 0.312216
-1.09956, -3.94898, 0.306018
-1.09956, -3.4898, 0.29944
-1.09956, -3.03061, 0.292781
-1.09956, -2.57143, 0.286396
-1.09956, -2.11224, 0.280675
-1.09956, -1.65306, 0.27604
-1.09956, -1.19388, 0.273014
-1.09956, -0.734694, 0.272406
-1.09956, -0.27551, 0.278736
-1.09956, 0.183673, 0.297771
-1.09956, 0.642857, 0.338232
